         1155632 function calls (1090830 primitive calls) in 1.682 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\setobj.py:381(payload)
      144    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\numpy_support.py:372(<listcomp>)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:686(lower_getitem)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\dispatcher.py:821(__init__)
      218    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1321(loadvar)
     1543    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\types.py:30(__ne__)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\rangeobj.py:104(from_range_state)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\funcdesc.py:184(from_specialized_function)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\funcdesc.py:164(_from_python_function)
      132    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\pprint.py:362(_format_items)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\compiler.py:587(define_untyped_pipeline)
       54    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:182(functions)
     1870    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:361(<genexpr>)
     4956    0.003    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:116(successors)
      140    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:196(short)
      454    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:723(_to_list)
       10    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\pythonapi.py:283(err_clear)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\funcdesc.py:38(__init__)
      332    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:53(add_type)
       11    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\pythonapi.py:288(err_set_string)
       43    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:447(_return_errcode_raw)
      137    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:479(descr)
       30    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:478(get_function_type)
       93    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:1561(find_callname)
    11788    0.003    0.000    0.003    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.003    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:746(is_true)
     1063    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:283(_disable_sroa_like_opt)
      140    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:475(__init__)
     11/9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\consts.py:73(_infer_expr)
       47    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\context.py:167(meminfo_data)
       98    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:147(__enter__)
      578    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\target_extension.py:52(get_local_target)
       96    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:608(get_func_type)
       18    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:47(wrapped)
      137    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:467(__init__)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\typed\typedlist.py:493(unbox_listtype)
       18    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:291(mangler)
      773    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:2183(<listcomp>)
    11923    0.003    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\targetconfig.py:35(default)
       18    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\funcdesc.py:12(default_mangler)
       38    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\itanium_mangler.py:125(mangle_identifier)
        9    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:813(_strip_phi_nodes)
      276    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:281(goto_entry_block)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\removerefctpass.py:99(remove_unnecessary_nrt_usage)
       18    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\itanium_mangler.py:212(mangle)
       73    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\misc.py:74(maybe_literal)
       51    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:76(_dispose)
       54    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:241(_dispose)
       87    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\contextlib.py:415(enter_context)
        4    0.000    0.000    0.003    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\setobj.py:34(get_entry_size)
       72    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:187(__call__)
      181    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:321(<listcomp>)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\numbers.py:169(int_floordiv_impl)
        2    0.000    0.000    0.003    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\optional.py:112(optional_to_any)
     3564    0.003    0.000    0.003    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\numbers.py:130(_int_divmod_impl)
      140    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\ntpath.py:214(basename)
       38    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:471(_end_current_block)
      306    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:456(__init__)
       38    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\contextlib.py:482(__exit__)
       33    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:963(get_python_api)
      196    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
      447    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\inspect.py:2489(__init__)
      261    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\functools.py:814(dispatch)
       19    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\transforms.py:93(populate)
       38    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\itanium_mangler.py:133(<listcomp>)
       19    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cgutils.py:395(alloca_once_value)
      252    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\numpy_support.py:385(choose_types)
        1    0.000    0.000    0.002    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:1095(method_impl)
       19    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:138(data_layout)
       33    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\pythonapi.py:168(__init__)
        8    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ssa.py:130(_fresh_vars)
     1044    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\target_extension.py:120(inherits_from)
       19    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\transforms.py:90(_populate_function_pm)
      140    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\ntpath.py:180(split)
       14    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:402(apply)
      159    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\cffi_utils.py:39(is_cffi_func)
       78    0.001    0.000    0.002    0.000 {built-in method builtins.__build_class__}
     2364    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\logging\__init__.py:1424(debug)
      281    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\bytecode.py:169(next)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\pythonapi.py:854(gil_ensure)
      434    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:249(_get_attribute_templates)
      239    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ssa.py:40(get)
       98    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
      124    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\ntpath.py:450(normpath)
     9493    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\abstract.py:95(key)
       84    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:160(wrapped)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\byteflow.py:1488(__init__)
      522    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\ntpath.py:124(splitdrive)
      630    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\os.py:670(__getitem__)
      178    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:30(descr)
      268    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:639(descr)
      595    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:1471(get_definition)
       42    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:89(get_global_variable)
       38    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:538(_remove_unused_temporaries)
      322    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:290(_branch_helper)
      621    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\types.py:121(_to_string)
       23    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:442(insert_const_string)
        2    0.000    0.000    0.002    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:532(lower_static_raise)
       83    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\models.py:135(contains_nrt_meminfo)
        2    0.000    0.000    0.002    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:110(return_exception)
      439    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:1526(get_definition)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\options.py:30(parse_as_flags)
      175    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:490(get_value_type)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:56(__str__)
       20    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:1474(typeof_const)
       60    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:1025(op_LOAD_FAST)
      186    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:127(_to_string)
      116    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\event.py:321(install_timer)
       62    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:462(insert_unique_const)
       85    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cgutils.py:435(add_global_variable)
       42    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\value.py:198(type)
       18    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\funcdesc.py:83(lookup_module)
     3310    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\ffi.py:93(__getattr__)
       16    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:1188(attribute_resolver)
       42    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\targets.py:150(get_pointee_abi_size)
     1074    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\registry.py:95(__getitem__)
       11    0.002    0.000    0.002    0.000 {built-in method nt.stat}
       28    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\dispatcher.py:117(fold_argument_types)
      770    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\types.py:27(as_pointer)
      360    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:1200(find_exprs)
     2848    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\_utils.py:71(_stringify_metadata)
        1    0.000    0.000    0.002    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\context.py:90(meminfo_new_varsize)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ssa.py:101(_iterated_domfronts)
      220    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:1168(check_var)
      392    0.002    0.000    0.002    0.000 {built-in method _thread.allocate_lock}
      110    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:1619(typeof_expr)
      159    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\cffi\api.py:194(typeof)
      425    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:357(_set_terminator)
      216    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\compiler_machinery.py:190(add_pass)
      370    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:472(_lookup_global)
      265    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:114(<listcomp>)
       27    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:169(global_variables)
       99    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:69(_best_signature)
       25    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\module.py:151(declare_intrinsic)
       84    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\copy.py:66(copy)
       70    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\module.py:215(_get_metadata_lines)
        7    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\setobj.py:110(__init__)
      311    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\warnings.py:165(simplefilter)
        5    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\typed\typedobjectutils.py:107(_container_get_data)
     1215    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:250(function_type)
       24    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:737(<listcomp>)
      126    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\itanium_mangler.py:86(_escape_string)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\removerefctpass.py:37(_legalize)
     2812    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:251(__hash__)
        3    0.000    0.000    0.002    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\typed\listobject.py:421(codegen)
       71    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:480(get_data_type)
      508    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:653(<genexpr>)
      171    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\types.py:423(wrap_constant_value)
       62    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cgutils.py:957(global_constant)
       83    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\models.py:97(traverse_models)
        5    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\listobj.py:63(getitem)
       14    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\linecache.py:37(getlines)
      624    0.002    0.000    0.002    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:449(run_pass)
       49    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:45(bitcast)
       10    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cpu.py:44(create_module)
     7128    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\event.py:92(kind)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\genericpath.py:16(exists)
       13    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:1630(_op_JUMP_IF)
      174    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:655(_add_refine_map)
        2    0.000    0.000    0.002    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\linecache.py:82(updatecache)
      267    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\byteflow.py:1300(append)
        2    0.000    0.000    0.002    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\listobj.py:194(setitem)
       44    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\inline_closurecall.py:1341(inline_array)
      126    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\numpy_support.py:325(numpy_outputs)
       18    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:261(backbone)
      288    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:710(get)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\untyped_passes.py:288(run_pass)
      293    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:1092(define)
        9    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:177(dominance_frontier)
      734    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\value.py:81(__init__)
       99    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:86(_sort_signatures)
       80    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:379(__init__)
       28    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:124(name)
       41    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:329(pre_block)
      221    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\byteflow.py:1282(make_temp)
      159    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\typeof.py:60(_typeof_buffer)
       58    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:857(ret)
     2889    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\compiler.py:344(__getattr__)
        9    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:1998(raise_on_unsupported_feature)
      126    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\re.py:203(sub)
       62    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\ntpath.py:524(abspath)
      216    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\compiler_machinery.py:177(_validate_pass)
  317/273    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:234(__eq__)
       55    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\removerefctpass.py:44(valid_output)
       27    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:230(_dispose)
        9    0.000    0.000    0.001    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:233(_df)
      425    0.001    0.000    0.001    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:820(_format_name)
       43    0.000    0.000    0.001    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\rewrites\static_raise.py:39(match)
        9    0.000    0.000    0.001    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:225(_post_doms)
