         1285522 function calls (1208653 primitive calls) in 1.802 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\funcdesc.py:38(__init__)
    19481    0.004    0.000    0.004    0.000 {method 'values' of 'dict' objects}
      309    0.004    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:415(_find_dominator_tree)
     2867    0.002    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:379(__getattr__)
      900    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:480(insert_global)
      140    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:893(__init__)
       39    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:1391(typeof_const)
       12    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\decorators.py:181(wrapper)
      116    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1353(incref)
      171    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:162(__init__)
       18    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:728(normal_handler)
       73    0.001    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:492(__init__)
       12    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\dispatcher.py:667(__init__)
       41    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\pkg_resources\__init__.py:1598(_has)
      100    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:354(cache_from_source)
      171    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:850(__init__)
      167    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cgutils.py:158(__setattr__)
        1    0.000    0.000    0.004    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\cffi\api.py:1(<module>)
       12    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:920(infer_constant)
        1    0.000    0.000    0.004    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\imputils.py:237(iternext_wrapper)
       87    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\nrtopt.py:74(_process_basic_block)
      725    0.001    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\ffi.py:300(__del__)
       22    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:293(mangler)
       53    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:477(_init_module_attrs)
      798    0.001    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\ffi.py:257(close)
       22    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\funcdesc.py:12(default_mangler)
       22    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\itanium_mangler.py:212(mangle)
     1510    0.002    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:441(_lookup_global)
      156    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:1004(__repr__)
      108    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:684(op_LOAD_FAST)
      171    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:857(_lazy_class_init)
        1    0.000    0.000    0.004    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\randomdecl.py:1(<module>)
     1799    0.003    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\utils.py:308(__setitem__)
     1037    0.003    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:1462(get_definition)
       11    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\imputils.py:144(res)
       17    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\sre_parse.py:937(parse)
       11    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\extending.py:251(struct_getattr_impl)
      538    0.001    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:398(descr)
      801    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:1454(get_definition)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\rangeobj.py:151(iternext)
       24    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:472(get_function_type)
       11    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\compiler.py:497(define_untyped_pipeline)
      876    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\_collections_abc.py:742(__iter__)
      106    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:548(_icmp)
    30/17    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\sre_parse.py:435(_parse_sub)
     2167    0.002    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\misc.py:47(unliteral)
      277    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:492(get_value_type)
       64    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\itanium_mangler.py:125(mangle_identifier)
      223    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:619(append_basic_block)
      392    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:1088(check_var)
      136    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:940(do_class_init)
      156    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:196(short)
      440    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\bytecode.py:174(next)
      533    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:54(add_type)
       13    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:448(_get_return_status)
    48/20    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\sre_parse.py:493(_parse)
      203    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:623(__init__)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\pkg_resources\__init__.py:1416(get_metadata_lines)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\pkg_resources\__init__.py:1403(get_metadata)
      309    0.002    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:428(_find_dominance_frontier)
       29    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cgutils.py:173(__setitem__)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\linalg.py:1(<module>)
     1649    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\types.py:30(__ne__)
       19    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:647(_build_impl)
       71    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:813(cbranch)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\listdecl.py:1(<module>)
      604    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ssa.py:177(_run_ssa_block_pass)
     6351    0.003    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:479(<listcomp>)
       11    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:683(create_library)
       64    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\itanium_mangler.py:133(<listcomp>)
       20    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\linker.py:5(link_modules)
       11    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:92(__init__)
       61    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\inline_closurecall.py:1323(inline_array)
        5    0.000    0.000    0.003    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:853(_add_module)
      366    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:854(resolve)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\npyfuncs.py:1(<module>)
        5    0.000    0.000    0.003    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:611(add_module)
      287    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\functools.py:814(dispatch)
      199    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:1528(typeof_expr)
       13    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\packer.py:87(as_arguments)
       98    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\models.py:694(getter)
      552    0.003    0.000    0.003    0.000 {built-in method _abc._abc_init}
      602    0.002    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:1191(find_exprs)
       37    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\context.py:214(incref)
      129    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:166(descr)
       25    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:176(set_weights)
     4969    0.002    0.000    0.003    0.000 {method 'update' of 'set' objects}
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\pkg_resources\__init__.py:1610(_get)
      156    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\ntpath.py:214(basename)
    10863    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
      976    0.002    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:248(_get_attribute_templates)
       10    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:56(__str__)
      223    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:779(__init__)
      226    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\numpy_support.py:318(numpy_outputs)
     2642    0.003    0.000    0.003    0.000 {method 'match' of 're.Pattern' objects}
     6589    0.002    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\analysis.py:69(<genexpr>)
        9    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:148(_get_module_for_linking)
      408    0.002    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\byteflow.py:1171(append)
       33    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:1186(op_POP_JUMP_IF_FALSE)
        5    0.000    0.000    0.003    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:604(_load_defined_symbols)
      367    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:1112(get_or_define)
      157    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\ntpath.py:180(split)
      107    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:308(__init__)
      498    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\warnings.py:165(simplefilter)
     2936    0.003    0.000    0.003    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
       33    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:1159(_op_JUMP_IF)
       13    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\packer.py:97(<listcomp>)
       11    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:753(_strip_phi_nodes)
      244    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:870(_resolve)
      471    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:1083(define)
      102    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:467(__init__)
       13    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\models.py:596(as_argument)
        5    0.000    0.000    0.003    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:757(_scan_and_fix_unresolved_refs)
      101    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap>:376(cached)
       13    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\models.py:535(_as)
    10853    0.003    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\abstract.py:95(key)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\npdatetime.py:1(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\mathdecl.py:1(<module>)
       11    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:219(extract_function_arguments)
       45    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\scalars.py:78(__init__)
      674    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\functions.py:279(<listcomp>)
       11    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:1890(raise_on_unsupported_feature)
      378    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\byteflow.py:1153(make_temp)
      226    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\numpy_support.py:320(<listcomp>)
       11    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:145(decode_arguments)
       11    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\untyped_passes.py:285(run_pass)
     1175    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\utils.py:360(stream_list)
      149    0.002    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\typeof.py:58(_typeof_buffer)
      116    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:235(append_basic_block)
     1890    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:684(__init__)
       11    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\untyped_passes.py:140(run_pass)
       51    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:484(_get_cached)
      505    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:403(get)
       75    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:559(icmp_signed)
       10    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:608(<setcomp>)
       11    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\byteflow.py:73(__init__)
        7    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:438(return_status_propagate)
     1173    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\abstract.py:438(literal_type)
       11    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ssa.py:147(_run_block_analysis)
      156    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\itanium_mangler.py:86(_escape_string)
       17    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\sre_compile.py:598(_code)
      124    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:1014(copy_type)
      355    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:716(_to_list)
     2027    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\logging\__init__.py:1424(debug)
     1104    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\ntpath.py:44(normcase)
6319/6091    0.002    0.000    0.002    0.000 {built-in method builtins.hash}
       11    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\bytecode.py:243(dump)
       33    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:488(remove_dels)
     3700    0.002    0.000    0.002    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ssa.py:68(_fix_ssa_vars)
     1021    0.002    0.000    0.002    0.000 {built-in method builtins.repr}
     5074    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:99(predecessors)
      149    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\cffi_utils.py:39(is_cffi_func)
        1    0.000    0.000    0.002    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\arraymath.py:31(_check_blas)
        1    0.000    0.000    0.002    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\linalg.py:53(ensure_blas)
       28    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:669(_create_empty_module)
       84    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:218(_end_current_block)
      309    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:348(_find_exit_points)
       46    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:1007(_binop)
       14    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:200(clone)
       78    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\npyimpl.py:390(_ufunc_db_function)
      119    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\copy.py:66(copy)
       22    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:509(type_may_always_need_nrt)
      363    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\pprint.py:99(_safe_tuple)
       38    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\module.py:45(add_metadata)
      242    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\compiler_machinery.py:192(add_pass)
       87    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\nrtopt.py:93(_prune_redundant_refct_ops)
     8396    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:407(<genexpr>)
      770    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\os.py:670(__getitem__)
     2223    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\enum.py:386(__getitem__)
       11    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\analysis.py:509(rewrite_semantic_constants)
      318    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\inspect.py:2489(__init__)
     1271    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:142(append)
       58    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:209(__call__)
     1782    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\analysis.py:138(<genexpr>)
       29    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\dispatcher.py:56(fold_argument_types)
       84    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\np\ufunc\array_exprs.py:32(match)
       18    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\packer.py:115(assign_names)
       11    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:700(_function_pass_manager)
       11    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:66(__init__)
        7    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\pythonapi.py:265(err_set_string)
      156    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\re.py:203(sub)
     4430    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\compiler.py:248(__getattr__)
       61    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:588(_do_work_call)
      663    0.002    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:487(insert_function)
      226    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:581(_add_refine_map)
       10    0.002    0.000    0.002    0.000 {built-in method io.open}
       11    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\byteflow.py:161(_prune_phis)
        1    0.000    0.000    0.002    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\pycparser\c_lexer.py:9(<module>)
       42    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:1121(op_RETURN_VALUE)
      129    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:168(<listcomp>)
      157    0.000    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\ffi.py:198(__exit__)
      404    0.001    0.000    0.002    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:179(signature)
