         139373 function calls (131296 primitive calls) in 0.287 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       59    0.001    0.000    0.062    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:364(lower_inst)
      2/1    0.000    0.000    0.053    0.053 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:85(run_pass)
      2/1    0.000    0.000    0.053    0.053 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:50(type_inference_stage)
       14    0.001    0.000    0.052    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\functions.py:268(get_call_type)
      2/1    0.000    0.000    0.051    0.051 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:975(propagate)
      4/2    0.000    0.000    0.051    0.025 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:142(propagate)
        2    0.000    0.000    0.049    0.025 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cpu.py:193(get_executable)
        4    0.000    0.000    0.049    0.012 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:492(get_pointer_to_function)
     10/7    0.000    0.000    0.049    0.007 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:123(_ensure_finalized)
        2    0.000    0.000    0.049    0.024 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:217(finalize)
        8    0.000    0.000    0.048    0.006 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:497(resolve)
       12    0.000    0.000    0.048    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:1421(resolve_call)
    16/12    0.000    0.000    0.048    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:187(resolve_function_type)
    16/12    0.000    0.000    0.048    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:231(_resolve_user_function_type)
        4    0.000    0.000    0.047    0.012 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typeinfer.py:613(__call__)
    99/95    0.001    0.000    0.047    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:307(apply)
       39    0.000    0.000    0.041    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:557(generic)
        3    0.000    0.000    0.040    0.013 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\functions.py:472(get_call_type)
       22    0.000    0.000    0.040    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\postproc.py:68(run)
        3    0.000    0.000    0.040    0.013 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\dispatcher.py:297(get_call_template)
       15    0.000    0.000    0.033    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\module.py:233(__repr__)
       15    0.000    0.000    0.032    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\module.py:207(_get_body_lines)
       15    0.000    0.000    0.032    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\module.py:212(<listcomp>)
       56    0.000    0.000    0.029    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:668(__str__)
       56    0.000    0.000    0.029    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:661(descr)
    90/68    0.000    0.000    0.029    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\utils.py:329(__get__)
4268/2228    0.009    0.000    0.028    0.000 {method 'format' of 'str' objects}
        2    0.000    0.000    0.027    0.013 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:264(_finalize_final_module)
       26    0.000    0.000    0.026    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:534(lower_assign)
        2    0.000    0.000    0.025    0.013 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:289(create_cfunc_wrapper)
        2    0.000    0.000    0.025    0.013 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cpu.py:162(create_cfunc_wrapper)
 2354/958    0.004    0.000    0.024    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\_utils.py:44(__str__)
        2    0.000    0.000    0.024    0.012 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:513(_finalize_specific)
        5    0.000    0.000    0.023    0.005 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:654(descr_body)
       75    0.000    0.000    0.023    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:797(descr)
        7    0.000    0.000    0.023    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:575(wrapper)
        2    0.000    0.000    0.023    0.011 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\executionengine.py:87(finalize_object)
       75    0.000    0.000    0.023    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:799(<listcomp>)
      694    0.002    0.000    0.020    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:219(_to_string)
        2    0.000    0.000    0.019    0.010 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:141(_optimize_final_module)
       20    0.001    0.000    0.019    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\module.py:11(parse_assembly)
       55    0.001    0.000    0.019    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\analysis.py:235(compute_cfg_from_blocks)
       57    0.001    0.000    0.017    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:114(process)
        5    0.000    0.000    0.017    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:211(add_llvm_module)
       26    0.000    0.000    0.017    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1295(storevar)
        2    0.000    0.000    0.016    0.008 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:414(run_pass)
        2    0.000    0.000    0.015    0.008 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:2091(check_and_legalize_ir)
        2    0.000    0.000    0.014    0.007 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\passmanagers.py:93(run)
      8/6    0.000    0.000    0.014    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:1163(__call__)
      8/6    0.000    0.000    0.013    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:1192(wrapper)
      649    0.004    0.000    0.013    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:13(__init__)
        2    0.000    0.000    0.013    0.007 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:205(run_pass)
       22    0.000    0.000    0.012    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\postproc.py:41(usedefs)
       22    0.005    0.000    0.012    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\analysis.py:23(compute_use_defs)
        4    0.001    0.000    0.012    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\rewrites\registry.py:54(apply)
        2    0.000    0.000    0.012    0.006 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:749(lower_print)
      996    0.002    0.000    0.012    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:212(__init__)
        1    0.000    0.000    0.012    0.012 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:276(create_cpython_wrapper)
        1    0.000    0.000    0.012    0.012 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cpu.py:151(create_cpython_wrapper)
        6    0.000    0.000    0.012    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1044(lower_expr)
       77    0.001    0.000    0.011    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\context.py:197(_call_incref_decref)
 3467/723    0.008    0.000    0.011    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:313(_rec_list_vars)
       22    0.000    0.000    0.011    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\postproc.py:37(cfg)
        5    0.000    0.000    0.011    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\codegen.py:127(_optimize_functions)
      646    0.001    0.000    0.011    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:346(list_vars)
        7    0.000    0.000    0.011    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\nrtopt.py:159(remove_redundant_nrt_refct)
        2    0.000    0.000    0.011    0.005 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\printimpl.py:65(print_varargs_impl)
    25/23    0.000    0.000    0.010    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:703(cast)
    26029    0.008    0.000    0.010    0.000 {built-in method builtins.isinstance}
        2    0.000    0.000    0.010    0.005 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:604(lower_binop)
       51    0.000    0.000    0.009    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1271(_alloca_var)
     1024    0.002    0.000    0.009    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:232(_set_name)
   165/77    0.001    0.000    0.009    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\context.py:180(get_meminfos)
       25    0.000    0.000    0.009    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1339(alloca_lltype)
        2    0.000    0.000    0.008    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\optional.py:103(any_to_optional)
       47    0.001    0.000    0.008    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cgutils.py:362(alloca_once)
        2    0.000    0.000    0.007    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\compiler.py:284(__init__)
     1024    0.001    0.000    0.007    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\_utils.py:16(register)
  873/735    0.001    0.000    0.007    0.000 {built-in method builtins.next}
       54    0.000    0.000    0.007    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\context.py:220(decref)
       51    0.000    0.000    0.007    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1359(decref)
1604/1594    0.001    0.000    0.007    0.000 {method 'join' of 'str' objects}
1709/1705    0.003    0.000    0.007    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\_utils.py:54(get_reference)
        2    0.000    0.000    0.006    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\untyped_passes.py:1499(run_pass)
        2    0.000    0.000    0.006    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\config.py:393(reload_config)
        2    0.000    0.000    0.006    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\config.py:80(update)
  294/291    0.000    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\manager.py:22(lookup)
      266    0.000    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\manager.py:33(__getitem__)
        3    0.000    0.000    0.006    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:115(raise_error)
       56    0.001    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:631(descr_prototype)
       22    0.000    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\postproc.py:51(deadmaps)
        1    0.000    0.000    0.006    0.006 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\printimpl.py:34(print_item_impl)
      321    0.001    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\weakref.py:382(__getitem__)
       57    0.006    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:348(_find_exit_points)
      957    0.003    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\_utils.py:24(deduplicate)
  298/229    0.000    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\contextlib.py:108(__enter__)
       56    0.000    0.000    0.006    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\binding\passmanagers.py:122(run)
       70    0.000    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:854(call)
        1    0.000    0.000    0.005    0.005 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callwrapper.py:101(build)
       22    0.000    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\transforms.py:309(canonicalize_cfg)
        2    0.000    0.000    0.005    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\genericpath.py:16(exists)
        2    0.005    0.003    0.005    0.003 {built-in method nt.stat}
       22    0.000    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\transforms.py:239(canonicalize_cfg_single_backedge)
       56    0.001    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:593(__init__)
        2    0.000    0.000    0.005    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\untyped_passes.py:79(run_pass)
        2    0.000    0.000    0.005    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\untyped_passes.py:192(run_pass)
        2    0.000    0.000    0.005    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\interpreter.py:94(interpret)
        1    0.000    0.000    0.005    0.005 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callwrapper.py:126(build_wrapper)
    51/47    0.000    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir_utils.py:1443(guard)
       70    0.001    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:64(__init__)
        5    0.000    0.000    0.005    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\cgutils.py:99(__init__)
      115    0.000    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\models.py:614(get)
      131    0.001    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:748(store)
        6    0.000    0.000    0.005    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\inline_closurecall.py:1299(match)
        5    0.000    0.000    0.005    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\inline_closurecall.py:1312(_inline_const_arraycall)
       69    0.000    0.000    0.005    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\llvmpy\core.py:161(get_or_insert_function)
        8    0.000    0.000    0.005    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:1096(get_abi_sizeof)
      123    0.001    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:942(extract_value)
        8    0.000    0.000    0.004    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\types.py:48(get_abi_size)
 1004/953    0.004    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\types\abstract.py:120(__eq__)
        3    0.000    0.000    0.004    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:985(make_helper)
        3    0.000    0.000    0.004    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:981(_make_helper)
       25    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1320(delvar)
        8    0.000    0.000    0.004    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\postproc.py:155(_insert_var_dels)
        8    0.001    0.000    0.004    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\postproc.py:175(_patch_var_dels)
        2    0.000    0.000    0.004    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ssa.py:26(reconstruct_ssa)
        2    0.000    0.000    0.004    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ssa.py:36(_run_ssa)
       23    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\context.py:214(incref)
        3    0.000    0.000    0.004    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\nrtopt.py:25(_remove_redundant_nrt_refct)
        1    0.000    0.000    0.004    0.004 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:742(make_optional_value)
        8    0.000    0.000    0.004    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\types.py:33(_get_ll_pointer_type)
       70    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:138(descr)
        4    0.000    0.000    0.004    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\callconv.py:541(call_function)
       70    0.001    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:112(_descr)
       70    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\datamodel\models.py:694(getter)
       22    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\lowering.py:1353(incref)
      114    0.003    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\controlflow.py:443(_find_dominators_internal)
      108    0.001    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:735(load)
       56    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\pythonapi.py:1243(_get_function)
       18    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\npydecl.py:195(generic)
      123    0.000    0.000    0.004    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:623(__init__)
       12    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:431(apply)
       12    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\templates.py:259(_select)
       18    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\npydecl.py:100(generic)
       12    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:578(resolve_overload)
        2    0.000    0.000    0.003    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\inline_closurecall.py:69(run)
        7    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\runtime\nrtopt.py:47(_process_function)
      131    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:414(__init__)
       27    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:46(find)
        2    0.000    0.000    0.003    0.002 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typed_passes.py:167(run_pass)
      159    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:637(<genexpr>)
        2    0.000    0.000    0.003    0.001 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\untyped_passes.py:225(run_pass)
       44    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\builder.py:284(if_then)
      159    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\values.py:729(__init__)
       22    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\postproc.py:45(livemap)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\unicode.py:156(cast_from_literal)
      114    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\typing\context.py:528(_rate_arguments)
      187    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\ir.py:576(list_vars)
       22    0.001    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\analysis.py:118(compute_dead_maps)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\cpython\unicode.py:136(make_string_from_constant)
       22    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\analysis.py:60(compute_live_map)
        1    0.000    0.000    0.003    0.003 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\imputils.py:188(imp)
        8    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\numba\core\base.py:53(_find)
      108    0.000    0.000    0.003    0.000 C:\Users\UserA\anaconda3\envs\PyConcurrent\lib\site-packages\llvmlite\ir\instructions.py:393(__init__)
